id,name,slug,type,name_with_type,code,parent_code,path,path_with_type
1953,Long Giang,long-giang,xa,Xã Long Giang,30661,893,"Long Giang, Chợ Mới, An Giang","Xã Long Giang, Huyện Chợ Mới, Tỉnh An Giang"
1954,Mỹ Luông,my-luong,thi-tran,Thị trấn Mỹ Luông,30631,893,"Mỹ Luông, Chợ Mới, An Giang","Thị trấn Mỹ Luông, Huyện Chợ Mới, Tỉnh An Giang"
1955,Long Kiến,long-kien,xa,Xã Long Kiến,30664,893,"Long Kiến, Chợ Mới, An Giang","Xã Long Kiến, Huyện Chợ Mới, Tỉnh An Giang"
1956,Mỹ Hiệp,my-hiep,xa,Xã Mỹ Hiệp,30652,893,"Mỹ Hiệp, Chợ Mới, An Giang","Xã Mỹ Hiệp, Huyện Chợ Mới, Tỉnh An Giang"
1957,An Thạnh Trung,an-thanh-trung,xa,Xã An Thạnh Trung,30670,893,"An Thạnh Trung, Chợ Mới, An Giang","Xã An Thạnh Trung, Huyện Chợ Mới, Tỉnh An Giang"
1958,Mỹ Hội Đông,my-hoi-dong,xa,Xã Mỹ Hội Đông,30637,893,"Mỹ Hội Đông, Chợ Mới, An Giang","Xã Mỹ Hội Đông, Huyện Chợ Mới, Tỉnh An Giang"
1959,Nhơn Mỹ,nhon-my,xa,Xã Nhơn Mỹ,30658,893,"Nhơn Mỹ, Chợ Mới, An Giang","Xã Nhơn Mỹ, Huyện Chợ Mới, Tỉnh An Giang"
1960,Chợ Mới,cho-moi,thi-tran,Thị trấn Chợ Mới,30628,893,"Chợ Mới, Chợ Mới, An Giang","Thị trấn Chợ Mới, Huyện Chợ Mới, Tỉnh An Giang"
1961,Kiến Thành,kien-thanh,xa,Xã Kiến Thành,30649,893,"Kiến Thành, Chợ Mới, An Giang","Xã Kiến Thành, Huyện Chợ Mới, Tỉnh An Giang"
1962,Mỹ An,my-an,xa,Xã Mỹ An,30655,893,"Mỹ An, Chợ Mới, An Giang","Xã Mỹ An, Huyện Chợ Mới, Tỉnh An Giang"
1963,Tấn Mỹ,tan-my,xa,Xã Tấn Mỹ,30643,893,"Tấn Mỹ, Chợ Mới, An Giang","Xã Tấn Mỹ, Huyện Chợ Mới, Tỉnh An Giang"
1964,Hòa Bình,hoa-binh,xa,Xã Hòa Bình,30676,893,"Hòa Bình, Chợ Mới, An Giang","Xã Hòa Bình, Huyện Chợ Mới, Tỉnh An Giang"
1965,Long Điền B,long-dien-b,xa,Xã Long Điền B,30646,893,"Long Điền B, Chợ Mới, An Giang","Xã Long Điền B, Huyện Chợ Mới, Tỉnh An Giang"
1966,Hòa An,hoa-an,xa,Xã Hòa An,30679,893,"Hòa An, Chợ Mới, An Giang","Xã Hòa An, Huyện Chợ Mới, Tỉnh An Giang"
1967,Kiến An,kien-an,xa,Xã Kiến An,30634,893,"Kiến An, Chợ Mới, An Giang","Xã Kiến An, Huyện Chợ Mới, Tỉnh An Giang"
1968,Bình Phước Xuân,binh-phuoc-xuan,xa,Xã Bình Phước Xuân,30667,893,"Bình Phước Xuân, Chợ Mới, An Giang","Xã Bình Phước Xuân, Huyện Chợ Mới, Tỉnh An Giang"
1969,Long Xuyên,long-xuyen,thanh-pho,Thành phố Long Xuyên,883,89,"Long Xuyên, An Giang","Thành phố Long Xuyên, Tỉnh An Giang"
1970,Mỹ Bình,my-binh,phuong,Phường Mỹ Bình,30280,883,"Mỹ Bình, Long Xuyên, An Giang","Phường Mỹ Bình, Thành phố Long Xuyên, Tỉnh An Giang"
1971,Bình Khánh,binh-khanh,phuong,Phường Bình Khánh,30292,883,"Bình Khánh, Long Xuyên, An Giang","Phường Bình Khánh, Thành phố Long Xuyên, Tỉnh An Giang"
1972,Mỹ Khánh,my-khanh,xa,Xã Mỹ Khánh,30310,883,"Mỹ Khánh, Long Xuyên, An Giang","Xã Mỹ Khánh, Thành phố Long Xuyên, Tỉnh An Giang"
1973,Mỹ Quý,my-quy,phuong,Phường Mỹ Quý,30298,883,"Mỹ Quý, Long Xuyên, An Giang","Phường Mỹ Quý, Thành phố Long Xuyên, Tỉnh An Giang"
1974,Mỹ Thới,my-thoi,phuong,Phường Mỹ Thới,30301,883,"Mỹ Thới, Long Xuyên, An Giang","Phường Mỹ Thới, Thành phố Long Xuyên, Tỉnh An Giang"
1975,Bình Đức,binh-duc,phuong,Phường Bình Đức,30289,883,"Bình Đức, Long Xuyên, An Giang","Phường Bình Đức, Thành phố Long Xuyên, Tỉnh An Giang"
1976,Mỹ Phước,my-phuoc,phuong,Phường Mỹ Phước,30295,883,"Mỹ Phước, Long Xuyên, An Giang","Phường Mỹ Phước, Thành phố Long Xuyên, Tỉnh An Giang"
1977,Mỹ Long,my-long,phuong,Phường Mỹ Long,30283,883,"Mỹ Long, Long Xuyên, An Giang","Phường Mỹ Long, Thành phố Long Xuyên, Tỉnh An Giang"
1978,Mỹ Xuyên,my-xuyen,phuong,Phường Mỹ Xuyên,30286,883,"Mỹ Xuyên, Long Xuyên, An Giang","Phường Mỹ Xuyên, Thành phố Long Xuyên, Tỉnh An Giang"
1979,Đông Xuyên,dong-xuyen,phuong,Phường Đông Xuyên,30285,883,"Đông Xuyên, Long Xuyên, An Giang","Phường Đông Xuyên, Thành phố Long Xuyên, Tỉnh An Giang"
1980,Mỹ Hòa,my-hoa,phuong,Phường Mỹ Hòa,30307,883,"Mỹ Hòa, Long Xuyên, An Giang","Phường Mỹ Hòa, Thành phố Long Xuyên, Tỉnh An Giang"
1981,Mỹ Hoà Hưng,my-hoa-hung,xa,Xã Mỹ Hoà Hưng,30313,883,"Mỹ Hoà Hưng, Long Xuyên, An Giang","Xã Mỹ Hoà Hưng, Thành phố Long Xuyên, Tỉnh An Giang"
1982,Mỹ Thạnh,my-thanh,phuong,Phường Mỹ Thạnh,30304,883,"Mỹ Thạnh, Long Xuyên, An Giang","Phường Mỹ Thạnh, Thành phố Long Xuyên, Tỉnh An Giang"
1983,Thoại Sơn,thoai-son,huyen,Huyện Thoại Sơn,894,89,"Thoại Sơn, An Giang","Huyện Thoại Sơn, Tỉnh An Giang"
1984,Vĩnh Khánh,vinh-khanh,xa,Xã Vĩnh Khánh,30718,894,"Vĩnh Khánh, Thoại Sơn, An Giang","Xã Vĩnh Khánh, Huyện Thoại Sơn, Tỉnh An Giang"
1985,Định Mỹ,dinh-my,xa,Xã Định Mỹ,30706,894,"Định Mỹ, Thoại Sơn, An Giang","Xã Định Mỹ, Huyện Thoại Sơn, Tỉnh An Giang"
1986,Định Thành,dinh-thanh,xa,Xã Định Thành,30709,894,"Định Thành, Thoại Sơn, An Giang","Xã Định Thành, Huyện Thoại Sơn, Tỉnh An Giang"
1987,Vĩnh Phú,vinh-phu,xa,Xã Vĩnh Phú,30694,894,"Vĩnh Phú, Thoại Sơn, An Giang","Xã Vĩnh Phú, Huyện Thoại Sơn, Tỉnh An Giang"
1988,Vĩnh Trạch,vinh-trach,xa,Xã Vĩnh Trạch,30697,894,"Vĩnh Trạch, Thoại Sơn, An Giang","Xã Vĩnh Trạch, Huyện Thoại Sơn, Tỉnh An Giang"
1989,Phú Hoà,phu-hoa,thi-tran,Thị trấn Phú Hoà,30685,894,"Phú Hoà, Thoại Sơn, An Giang","Thị trấn Phú Hoà, Huyện Thoại Sơn, Tỉnh An Giang"
1990,Tây Phú,tay-phu,xa,Xã Tây Phú,30691,894,"Tây Phú, Thoại Sơn, An Giang","Xã Tây Phú, Huyện Thoại Sơn, Tỉnh An Giang"
1991,Núi Sập,nui-sap,thi-tran,Thị trấn Núi Sập,30682,894,"Núi Sập, Thoại Sơn, An Giang","Thị trấn Núi Sập, Huyện Thoại Sơn, Tỉnh An Giang"
1992,An Bình,an-binh,xa,Xã An Bình,30692,894,"An Bình, Thoại Sơn, An Giang","Xã An Bình, Huyện Thoại Sơn, Tỉnh An Giang"
1993,Vĩnh Chánh,vinh-chanh,xa,Xã Vĩnh Chánh,30703,894,"Vĩnh Chánh, Thoại Sơn, An Giang","Xã Vĩnh Chánh, Huyện Thoại Sơn, Tỉnh An Giang"
1994,Bình Thành,binh-thanh,xa,Xã Bình Thành,30724,894,"Bình Thành, Thoại Sơn, An Giang","Xã Bình Thành, Huyện Thoại Sơn, Tỉnh An Giang"
1995,Vọng Thê,vong-the,xa,Xã Vọng Thê,30727,894,"Vọng Thê, Thoại Sơn, An Giang","Xã Vọng Thê, Huyện Thoại Sơn, Tỉnh An Giang"
1996,Vọng Đông,vong-dong,xa,Xã Vọng Đông,30715,894,"Vọng Đông, Thoại Sơn, An Giang","Xã Vọng Đông, Huyện Thoại Sơn, Tỉnh An Giang"
1997,Óc Eo,oc-eo,thi-tran,Thị Trấn Óc Eo,30688,894,"Óc Eo, Thoại Sơn, An Giang","Thị Trấn Óc Eo, Huyện Thoại Sơn, Tỉnh An Giang"
1998,Thoại Giang,thoai-giang,xa,Xã Thoại Giang,30721,894,"Thoại Giang, Thoại Sơn, An Giang","Xã Thoại Giang, Huyện Thoại Sơn, Tỉnh An Giang"
1999,Mỹ Phú Đông,my-phu-dong,xa,Xã Mỹ Phú Đông,30712,894,"Mỹ Phú Đông, Thoại Sơn, An Giang","Xã Mỹ Phú Đông, Huyện Thoại Sơn, Tỉnh An Giang"
2000,Phú Thuận,phu-thuan,xa,Xã Phú Thuận,30700,894,"Phú Thuận, Thoại Sơn, An Giang","Xã Phú Thuận, Huyện Thoại Sơn, Tỉnh An Giang"
2001,Châu Đốc,chau-doc,thanh-pho,Thành phố Châu Đốc,884,89,"Châu Đốc, An Giang","Thành phố Châu Đốc, Tỉnh An Giang"
2002,Vĩnh Tế,vinh-te,xa,Xã Vĩnh Tế,30331,884,"Vĩnh Tế, Châu Đốc, An Giang","Xã Vĩnh Tế, Thành phố Châu Đốc, Tỉnh An Giang"
2003,Vĩnh Châu,vinh-chau,xa,Xã Vĩnh Châu,30334,884,"Vĩnh Châu, Châu Đốc, An Giang","Xã Vĩnh Châu, Thành phố Châu Đốc, Tỉnh An Giang"
2004,Vĩnh Mỹ,vinh-my,phuong,Phường Vĩnh Mỹ,30322,884,"Vĩnh Mỹ, Châu Đốc, An Giang","Phường Vĩnh Mỹ, Thành phố Châu Đốc, Tỉnh An Giang"
2005,Vĩnh Ngươn,vinh-nguon,phuong,Phường Vĩnh Ngươn,30328,884,"Vĩnh Ngươn, Châu Đốc, An Giang","Phường Vĩnh Ngươn, Thành phố Châu Đốc, Tỉnh An Giang"
2006,Châu Phú A,chau-phu-a,phuong,Phường Châu Phú A,30319,884,"Châu Phú A, Châu Đốc, An Giang","Phường Châu Phú A, Thành phố Châu Đốc, Tỉnh An Giang"
2007,Núi Sam,nui-sam,phuong,Phường Núi Sam,30325,884,"Núi Sam, Châu Đốc, An Giang","Phường Núi Sam, Thành phố Châu Đốc, Tỉnh An Giang"
2008,Châu Phú B,chau-phu-b,phuong,Phường Châu Phú B,30316,884,"Châu Phú B, Châu Đốc, An Giang","Phường Châu Phú B, Thành phố Châu Đốc, Tỉnh An Giang"
2009,An Phú,an-phu,huyen,Huyện An Phú,886,89,"An Phú, An Giang","Huyện An Phú, Tỉnh An Giang"
2010,Vĩnh Hội Đông,vinh-hoi-dong,xa,Xã Vĩnh Hội Đông,30370,886,"Vĩnh Hội Đông, An Phú, An Giang","Xã Vĩnh Hội Đông, Huyện An Phú, Tỉnh An Giang"
2011,Khánh Bình,khanh-binh,xa,Xã Khánh Bình,30343,886,"Khánh Bình, An Phú, An Giang","Xã Khánh Bình, Huyện An Phú, Tỉnh An Giang"
2012,Vĩnh Hậu,vinh-hau,xa,Xã Vĩnh Hậu,30364,886,"Vĩnh Hậu, An Phú, An Giang","Xã Vĩnh Hậu, Huyện An Phú, Tỉnh An Giang"
2013,Vĩnh Trường,vinh-truong,xa,Xã Vĩnh Trường,30367,886,"Vĩnh Trường, An Phú, An Giang","Xã Vĩnh Trường, Huyện An Phú, Tỉnh An Giang"
2014,Phú Hội,phu-hoi,xa,Xã Phú Hội,30355,886,"Phú Hội, An Phú, An Giang","Xã Phú Hội, Huyện An Phú, Tỉnh An Giang"
2015,Vĩnh Lộc,vinh-loc,xa,Xã Vĩnh Lộc,30361,886,"Vĩnh Lộc, An Phú, An Giang","Xã Vĩnh Lộc, Huyện An Phú, Tỉnh An Giang"
2016,Long Bình,long-binh,thi-tran,Thị Trấn Long Bình,30341,886,"Long Bình, An Phú, An Giang","Thị Trấn Long Bình, Huyện An Phú, Tỉnh An Giang"
2017,Phú Hữu,phu-huu,xa,Xã Phú Hữu,30352,886,"Phú Hữu, An Phú, An Giang","Xã Phú Hữu, Huyện An Phú, Tỉnh An Giang"
2018,Khánh An,khanh-an,xa,Xã Khánh An,30340,886,"Khánh An, An Phú, An Giang","Xã Khánh An, Huyện An Phú, Tỉnh An Giang"
2019,Đa Phước,da-phuoc,xa,Xã Đa Phước,30373,886,"Đa Phước, An Phú, An Giang","Xã Đa Phước, Huyện An Phú, Tỉnh An Giang"
2020,Phước Hưng,phuoc-hung,xa,Xã Phước Hưng,30358,886,"Phước Hưng, An Phú, An Giang","Xã Phước Hưng, Huyện An Phú, Tỉnh An Giang"
2021,Quốc Thái,quoc-thai,xa,Xã Quốc Thái,30346,886,"Quốc Thái, An Phú, An Giang","Xã Quốc Thái, Huyện An Phú, Tỉnh An Giang"
2022,Nhơn Hội,nhon-hoi,xa,Xã Nhơn Hội,30349,886,"Nhơn Hội, An Phú, An Giang","Xã Nhơn Hội, Huyện An Phú, Tỉnh An Giang"
2023,An Phú,an-phu,thi-tran,Thị trấn An Phú,30337,886,"An Phú, An Phú, An Giang","Thị trấn An Phú, Huyện An Phú, Tỉnh An Giang"
2024,Tân Châu,tan-chau,thi-xa,Thị xã Tân Châu,887,89,"Tân Châu, An Giang","Thị xã Tân Châu, Tỉnh An Giang"
2025,Long An,long-an,xa,Xã Long An,30391,887,"Long An, Tân Châu, An Giang","Xã Long An, Thị xã Tân Châu, Tỉnh An Giang"
2026,Long Thạnh,long-thanh,phuong,Phường Long Thạnh,30376,887,"Long Thạnh, Tân Châu, An Giang","Phường Long Thạnh, Thị xã Tân Châu, Tỉnh An Giang"
2027,Tân Thạnh,tan-thanh,xa,Xã Tân Thạnh,30387,887,"Tân Thạnh, Tân Châu, An Giang","Xã Tân Thạnh, Thị xã Tân Châu, Tỉnh An Giang"
2028,Châu Phong,chau-phong,xa,Xã Châu Phong,30397,887,"Châu Phong, Tân Châu, An Giang","Xã Châu Phong, Thị xã Tân Châu, Tỉnh An Giang"
2029,Long Châu,long-chau,phuong,Phường Long Châu,30378,887,"Long Châu, Tân Châu, An Giang","Phường Long Châu, Thị xã Tân Châu, Tỉnh An Giang"
2030,Phú Vĩnh,phu-vinh,xa,Xã Phú Vĩnh,30400,887,"Phú Vĩnh, Tân Châu, An Giang","Xã Phú Vĩnh, Thị xã Tân Châu, Tỉnh An Giang"
2031,Long Hưng,long-hung,phuong,Phường Long Hưng,30377,887,"Long Hưng, Tân Châu, An Giang","Phường Long Hưng, Thị xã Tân Châu, Tỉnh An Giang"
2032,Tân An,tan-an,xa,Xã Tân An,30388,887,"Tân An, Tân Châu, An Giang","Xã Tân An, Thị xã Tân Châu, Tỉnh An Giang"
2033,Long Phú,long-phu,phuong,Phường Long Phú,30394,887,"Long Phú, Tân Châu, An Giang","Phường Long Phú, Thị xã Tân Châu, Tỉnh An Giang"
2034,Vĩnh Xương,vinh-xuong,xa,Xã Vĩnh Xương,30382,887,"Vĩnh Xương, Tân Châu, An Giang","Xã Vĩnh Xương, Thị xã Tân Châu, Tỉnh An Giang"
2035,Vĩnh Hòa,vinh-hoa,xa,Xã Vĩnh Hòa,30385,887,"Vĩnh Hòa, Tân Châu, An Giang","Xã Vĩnh Hòa, Thị xã Tân Châu, Tỉnh An Giang"
2036,Phú Lộc,phu-loc,xa,Xã Phú Lộc,30379,887,"Phú Lộc, Tân Châu, An Giang","Xã Phú Lộc, Thị xã Tân Châu, Tỉnh An Giang"
2037,Long Sơn,long-son,phuong,Phường Long Sơn,30412,887,"Long Sơn, Tân Châu, An Giang","Phường Long Sơn, Thị xã Tân Châu, Tỉnh An Giang"
2038,Lê Chánh,le-chanh,xa,Xã Lê Chánh,30403,887,"Lê Chánh, Tân Châu, An Giang","Xã Lê Chánh, Thị xã Tân Châu, Tỉnh An Giang"
2039,Phú Tân,phu-tan,huyen,Huyện Phú Tân,888,89,"Phú Tân, An Giang","Huyện Phú Tân, Tỉnh An Giang"
2040,Chợ Vàm,cho-vam,thi-tran,Thị trấn Chợ Vàm,30409,888,"Chợ Vàm, Phú Tân, An Giang","Thị trấn Chợ Vàm, Huyện Phú Tân, Tỉnh An Giang"
2041,Hiệp Xương,hiep-xuong,xa,Xã Hiệp Xương,30442,888,"Hiệp Xương, Phú Tân, An Giang","Xã Hiệp Xương, Huyện Phú Tân, Tỉnh An Giang"
2042,Hoà Lạc,hoa-lac,xa,Xã Hoà Lạc,30430,888,"Hoà Lạc, Phú Tân, An Giang","Xã Hoà Lạc, Huyện Phú Tân, Tỉnh An Giang"
2043,Phú Thành,phu-thanh,xa,Xã Phú Thành,30433,888,"Phú Thành, Phú Tân, An Giang","Xã Phú Thành, Huyện Phú Tân, Tỉnh An Giang"
2044,Phú Lâm,phu-lam,xa,Xã Phú Lâm,30421,888,"Phú Lâm, Phú Tân, An Giang","Xã Phú Lâm, Huyện Phú Tân, Tỉnh An Giang"
2045,Bình Thạnh Đông,binh-thanh-dong,xa,Xã Bình Thạnh Đông,30454,888,"Bình Thạnh Đông, Phú Tân, An Giang","Xã Bình Thạnh Đông, Huyện Phú Tân, Tỉnh An Giang"
2046,Tân Trung,tan-trung,xa,Xã Tân Trung,30460,888,"Tân Trung, Phú Tân, An Giang","Xã Tân Trung, Huyện Phú Tân, Tỉnh An Giang"
2047,Phú Hưng,phu-hung,xa,Xã Phú Hưng,30451,888,"Phú Hưng, Phú Tân, An Giang","Xã Phú Hưng, Huyện Phú Tân, Tỉnh An Giang"
2048,Phú Mỹ,phu-my,thi-tran,Thị trấn Phú Mỹ,30406,888,"Phú Mỹ, Phú Tân, An Giang","Thị trấn Phú Mỹ, Huyện Phú Tân, Tỉnh An Giang"
2049,Phú Xuân,phu-xuan,xa,Xã Phú Xuân,30439,888,"Phú Xuân, Phú Tân, An Giang","Xã Phú Xuân, Huyện Phú Tân, Tỉnh An Giang"
2050,Phú Thạnh,phu-thanh,xa,Xã Phú Thạnh,30427,888,"Phú Thạnh, Phú Tân, An Giang","Xã Phú Thạnh, Huyện Phú Tân, Tỉnh An Giang"
2051,Phú Long,phu-long,xa,Xã Phú Long,30418,888,"Phú Long, Phú Tân, An Giang","Xã Phú Long, Huyện Phú Tân, Tỉnh An Giang"
2052,Phú Hiệp,phu-hiep,xa,Xã Phú Hiệp,30424,888,"Phú Hiệp, Phú Tân, An Giang","Xã Phú Hiệp, Huyện Phú Tân, Tỉnh An Giang"
2053,Tân Hòa,tan-hoa,xa,Xã Tân Hòa,30457,888,"Tân Hòa, Phú Tân, An Giang","Xã Tân Hòa, Huyện Phú Tân, Tỉnh An Giang"
2054,Phú Bình,phu-binh,xa,Xã Phú Bình,30445,888,"Phú Bình, Phú Tân, An Giang","Xã Phú Bình, Huyện Phú Tân, Tỉnh An Giang"
2055,Long Hoà,long-hoa,xa,Xã Long Hoà,30415,888,"Long Hoà, Phú Tân, An Giang","Xã Long Hoà, Huyện Phú Tân, Tỉnh An Giang"
2056,Phú Thọ,phu-tho,xa,Xã Phú Thọ,30448,888,"Phú Thọ, Phú Tân, An Giang","Xã Phú Thọ, Huyện Phú Tân, Tỉnh An Giang"
2057,Phú An,phu-an,xa,Xã Phú An,30436,888,"Phú An, Phú Tân, An Giang","Xã Phú An, Huyện Phú Tân, Tỉnh An Giang"
2058,Châu Phú,chau-phu,huyen,Huyện Châu Phú,889,89,"Châu Phú, An Giang","Huyện Châu Phú, Tỉnh An Giang"
2059,Bình Thủy,binh-thuy,xa,Xã Bình Thủy,30490,889,"Bình Thủy, Châu Phú, An Giang","Xã Bình Thủy, Huyện Châu Phú, Tỉnh An Giang"
2060,Ô Long Vỹ,o-long-vy,xa,Xã Ô Long Vỹ,30475,889,"Ô Long Vỹ, Châu Phú, An Giang","Xã Ô Long Vỹ, Huyện Châu Phú, Tỉnh An Giang"
2061,Cái Dầu,cai-dau,thi-tran,Thị trấn Cái Dầu,30463,889,"Cái Dầu, Châu Phú, An Giang","Thị trấn Cái Dầu, Huyện Châu Phú, Tỉnh An Giang"
2062,Bình Phú,binh-phu,xa,Xã Bình Phú,30496,889,"Bình Phú, Châu Phú, An Giang","Xã Bình Phú, Huyện Châu Phú, Tỉnh An Giang"
2063,Khánh Hòa,khanh-hoa,xa,Xã Khánh Hòa,30466,889,"Khánh Hòa, Châu Phú, An Giang","Xã Khánh Hòa, Huyện Châu Phú, Tỉnh An Giang"
2064,Bình Chánh,binh-chanh,xa,Xã Bình Chánh,30499,889,"Bình Chánh, Châu Phú, An Giang","Xã Bình Chánh, Huyện Châu Phú, Tỉnh An Giang"
2065,Bình Mỹ,binh-my,xa,Xã Bình Mỹ,30487,889,"Bình Mỹ, Châu Phú, An Giang","Xã Bình Mỹ, Huyện Châu Phú, Tỉnh An Giang"
2066,Đào Hữu Cảnh,dao-huu-canh,xa,Xã Đào Hữu Cảnh,30493,889,"Đào Hữu Cảnh, Châu Phú, An Giang","Xã Đào Hữu Cảnh, Huyện Châu Phú, Tỉnh An Giang"
2067,Thạnh Mỹ Tây,thanh-my-tay,xa,Xã Thạnh Mỹ Tây,30481,889,"Thạnh Mỹ Tây, Châu Phú, An Giang","Xã Thạnh Mỹ Tây, Huyện Châu Phú, Tỉnh An Giang"
2068,Bình Long,binh-long,xa,Xã Bình Long,30484,889,"Bình Long, Châu Phú, An Giang","Xã Bình Long, Huyện Châu Phú, Tỉnh An Giang"
2069,Mỹ Phú,my-phu,xa,Xã Mỹ Phú,30472,889,"Mỹ Phú, Châu Phú, An Giang","Xã Mỹ Phú, Huyện Châu Phú, Tỉnh An Giang"
2070,Vĩnh Thạnh Trung,vinh-thanh-trung,xa,Xã Vĩnh Thạnh Trung,30478,889,"Vĩnh Thạnh Trung, Châu Phú, An Giang","Xã Vĩnh Thạnh Trung, Huyện Châu Phú, Tỉnh An Giang"
2071,Mỹ Đức,my-duc,xa,Xã Mỹ Đức,30469,889,"Mỹ Đức, Châu Phú, An Giang","Xã Mỹ Đức, Huyện Châu Phú, Tỉnh An Giang"
2072,Tịnh Biên,tinh-bien,huyen,Huyện Tịnh Biên,890,89,"Tịnh Biên, An Giang","Huyện Tịnh Biên, Tỉnh An Giang"
2073,Núi Voi,nui-voi,xa,Xã Núi Voi,30508,890,"Núi Voi, Tịnh Biên, An Giang","Xã Núi Voi, Huyện Tịnh Biên, Tỉnh An Giang"
2074,Tân Lập,tan-lap,xa,Xã Tân Lập,30541,890,"Tân Lập, Tịnh Biên, An Giang","Xã Tân Lập, Huyện Tịnh Biên, Tỉnh An Giang"
2075,Vĩnh Trung,vinh-trung,xa,Xã Vĩnh Trung,30532,890,"Vĩnh Trung, Tịnh Biên, An Giang","Xã Vĩnh Trung, Huyện Tịnh Biên, Tỉnh An Giang"
2076,Tịnh Biên,tinh-bien,thi-tran,Thị trấn Tịnh Biên,30520,890,"Tịnh Biên, Tịnh Biên, An Giang","Thị trấn Tịnh Biên, Huyện Tịnh Biên, Tỉnh An Giang"
2077,Chi Lăng,chi-lang,thi-tran,Thị trấn Chi Lăng,30505,890,"Chi Lăng, Tịnh Biên, An Giang","Thị trấn Chi Lăng, Huyện Tịnh Biên, Tỉnh An Giang"
2078,An Hảo,an-hao,xa,Xã An Hảo,30538,890,"An Hảo, Tịnh Biên, An Giang","Xã An Hảo, Huyện Tịnh Biên, Tỉnh An Giang"
2079,An Cư,an-cu,xa,Xã An Cư,30526,890,"An Cư, Tịnh Biên, An Giang","Xã An Cư, Huyện Tịnh Biên, Tỉnh An Giang"
2080,An Nông,an-nong,xa,Xã An Nông,30529,890,"An Nông, Tịnh Biên, An Giang","Xã An Nông, Huyện Tịnh Biên, Tỉnh An Giang"
2081,Thới Sơn,thoi-son,xa,Xã Thới Sơn,30517,890,"Thới Sơn, Tịnh Biên, An Giang","Xã Thới Sơn, Huyện Tịnh Biên, Tỉnh An Giang"
2082,Văn Giáo,van-giao,xa,Xã Văn Giáo,30523,890,"Văn Giáo, Tịnh Biên, An Giang","Xã Văn Giáo, Huyện Tịnh Biên, Tỉnh An Giang"
2083,Nhơn Hưng,nhon-hung,xa,Xã Nhơn Hưng,30511,890,"Nhơn Hưng, Tịnh Biên, An Giang","Xã Nhơn Hưng, Huyện Tịnh Biên, Tỉnh An Giang"
2084,An Phú,an-phu,xa,Xã An Phú,30514,890,"An Phú, Tịnh Biên, An Giang","Xã An Phú, Huyện Tịnh Biên, Tỉnh An Giang"
2085,Nhà Bàng,nha-bang,thi-tran,Thị trấn Nhà Bàng,30502,890,"Nhà Bàng, Tịnh Biên, An Giang","Thị trấn Nhà Bàng, Huyện Tịnh Biên, Tỉnh An Giang"
2086,Tân Lợi,tan-loi,xa,Xã Tân Lợi,30535,890,"Tân Lợi, Tịnh Biên, An Giang","Xã Tân Lợi, Huyện Tịnh Biên, Tỉnh An Giang"
2087,Hà Giang,ha-giang,tinh,Tỉnh Hà Giang,02,0,,
2088,Xín Mần,xin-man,huyen,Huyện Xín Mần,033,02,"Xín Mần, Hà Giang","Huyện Xín Mần, Tỉnh Hà Giang"
2089,Xín Mần,xin-man,xa,Xã Xín Mần,01108,033,"Xín Mần, Xín Mần, Hà Giang","Xã Xín Mần, Huyện Xín Mần, Tỉnh Hà Giang"
2090,Thèn Phàng,then-phang,xa,Xã Thèn Phàng,01114,033,"Thèn Phàng, Xín Mần, Hà Giang","Xã Thèn Phàng, Huyện Xín Mần, Tỉnh Hà Giang"
2091,Nà Chì,na-chi,xa,Xã Nà Chì,01147,033,"Nà Chì, Xín Mần, Hà Giang","Xã Nà Chì, Huyện Xín Mần, Tỉnh Hà Giang"
2092,Bản Díu,ban-diu,xa,Xã Bản Díu,01102,033,"Bản Díu, Xín Mần, Hà Giang","Xã Bản Díu, Huyện Xín Mần, Tỉnh Hà Giang"
2093,Bản Ngò,ban-ngo,xa,Xã Bản Ngò,01135,033,"Bản Ngò, Xín Mần, Hà Giang","Xã Bản Ngò, Huyện Xín Mần, Tỉnh Hà Giang"
2094,Cốc Rế,coc-re,xa,Xã Cốc Rế,01123,033,"Cốc Rế, Xín Mần, Hà Giang","Xã Cốc Rế, Huyện Xín Mần, Tỉnh Hà Giang"
2095,Trung Thịnh,trung-thinh,xa,Xã Trung Thịnh,01111,033,"Trung Thịnh, Xín Mần, Hà Giang","Xã Trung Thịnh, Huyện Xín Mần, Tỉnh Hà Giang"
2096,Quảng Nguyên,quang-nguyen,xa,Xã Quảng Nguyên,01144,033,"Quảng Nguyên, Xín Mần, Hà Giang","Xã Quảng Nguyên, Huyện Xín Mần, Tỉnh Hà Giang"
2097,Nàn Ma,nan-ma,xa,Xã Nàn Ma,01129,033,"Nàn Ma, Xín Mần, Hà Giang","Xã Nàn Ma, Huyện Xín Mần, Tỉnh Hà Giang"
2098,Chí Cà,chi-ca,xa,Xã Chí Cà,01105,033,"Chí Cà, Xín Mần, Hà Giang","Xã Chí Cà, Huyện Xín Mần, Tỉnh Hà Giang"
2099,Chế Là,che-la,xa,Xã Chế Là,01138,033,"Chế Là, Xín Mần, Hà Giang","Xã Chế Là, Huyện Xín Mần, Tỉnh Hà Giang"
2100,Thu Tà,thu-ta,xa,Xã Thu Tà,01126,033,"Thu Tà, Xín Mần, Hà Giang","Xã Thu Tà, Huyện Xín Mần, Tỉnh Hà Giang"
